id,claim_id,book_name,chunk_id,chapter_id,chunk_pos,time_bucket,retrieval_stage,score_vec,score_lex,score_rerank,score_lex_norm,rank,is_disjoint,run_id
92,92_c03,The Count of Monte Cristo,montecristo_ch001_w1022,ch001,0.65419,MID,BM25,,11.343079902855786,,1.0,2,True,run_20260111_012408
1,1_c01,In search of the castaways,castaways_ch001_w0044,ch001,0.095267,EARLY,BM25,,13.552505640594035,,1.0,1,True,run_20260111_012408
1,1_c01,In search of the castaways,castaways_ch001_w0265,ch001,0.571322,MID,BM25,,9.402618539219887,,0.5902104055223827,2,True,run_20260111_012408
1,1_c02,In search of the castaways,castaways_ch001_w0058,ch001,0.125229,EARLY,BM25,,8.077192491620622,,1.0,1,True,run_20260111_012408
1,1_c02,In search of the castaways,castaways_ch001_w0230,ch001,0.495874,MID,BM25,,7.561755709777935,,0.9236368887708448,2,True,run_20260111_012408
1,1_c03,In search of the castaways,castaways_ch001_w0058,ch001,0.125229,EARLY,BM25,,11.005662966305353,,1.0,1,True,run_20260111_012408
1,1_c03,In search of the castaways,castaways_ch001_w0187,ch001,0.403374,MID,BM25,,9.145388287885929,,0.775780098001965,2,True,run_20260111_012408
1,1_c04,In search of the castaways,castaways_ch001_w0044,ch001,0.095267,EARLY,BM25,,8.4564264037528,,1.0,1,True,run_20260111_012408
1,1_c04,In search of the castaways,castaways_ch001_w0187,ch001,0.403374,MID,BM25,,7.388094131189177,,0.8108703605596767,2,True,run_20260111_012408
11,11_c01,In search of the castaways,castaways_ch001_w0042,ch001,0.090964,EARLY,BM25,,10.825340269092525,,1.0,1,True,run_20260111_012408
11,11_c01,In search of the castaways,castaways_ch001_w0293,ch001,0.631836,MID,BM25,,9.179250403381342,,0.7263075117813903,2,True,run_20260111_012408
11,11_c02,In search of the castaways,castaways_ch001_w0065,ch001,0.140283,EARLY,BM25,,8.245735503375247,,1.0,1,True,run_20260111_012408
11,11_c02,In search of the castaways,castaways_ch001_w0180,ch001,0.388492,MID,BM25,,6.432688534277185,,0.6510259675946609,2,True,run_20260111_012408
65,65_c01,In search of the castaways,castaways_ch001_w0058,ch001,0.125229,EARLY,BM25,,4.367971205641272,,0.3080903869735117,1,True,run_20260111_012408
65,65_c01,In search of the castaways,castaways_ch001_w0259,ch001,0.558416,MID,BM25,,4.341347497472623,,0.30432828953298735,2,True,run_20260111_012408
65,65_c02,In search of the castaways,castaways_ch001_w0034,ch001,0.074216,EARLY,BM25,,4.423484266427129,,0.44296749160819565,1,True,run_20260111_012408
65,65_c02,In search of the castaways,castaways_ch001_w0179,ch001,0.386335,MID,BM25,,7.25043875387809,,1.0,2,True,run_20260111_012408
107,107_c01,The Count of Monte Cristo,montecristo_ch001_w0135,ch001,0.086911,EARLY,BM25,,15.365196293004065,,1.0,1,True,run_20260111_012408
107,107_c01,The Count of Monte Cristo,montecristo_ch001_w0863,ch001,0.552176,MID,BM25,,9.691978737589682,,0.449688522460804,2,True,run_20260111_012408
107,107_c02,The Count of Monte Cristo,montecristo_ch001_w0334,ch001,0.213467,EARLY,BM25,,7.512159923422182,,0.4837386068923209,1,True,run_20260111_012408
107,107_c02,The Count of Monte Cristo,montecristo_ch001_w0846,ch001,0.541173,MID,BM25,,9.257821774444952,,0.7812099097766139,2,True,run_20260111_012408
66,66_c01,In search of the castaways,castaways_ch001_w0042,ch001,0.090964,EARLY,BM25,,25.50817037120097,,1.0,1,True,run_20260111_012408
66,66_c01,In search of the castaways,castaways_ch001_w0239,ch001,0.515313,MID,BM25,,13.306762965661676,,0.43176596353615404,2,True,run_20260111_012408
66,66_c02,In search of the castaways,castaways_ch001_w0137,ch001,0.295343,EARLY,BM25,,7.551582899386273,,1.0,1,True,run_20260111_012408
66,66_c02,In search of the castaways,castaways_ch001_w0179,ch001,0.386335,MID,BM25,,7.264681581350084,,0.9365442620073562,2,True,run_20260111_012408
89,89_c01,The Count of Monte Cristo,montecristo_ch001_w0114,ch001,0.073465,EARLY,BM25,,11.337404499962421,,1.0,1,True,run_20260111_012408
89,89_c01,The Count of Monte Cristo,montecristo_ch001_w0842,ch001,0.538628,MID,BM25,,7.872641107165091,,0.44091608729970944,2,True,run_20260111_012408
89,89_c02,The Count of Monte Cristo,montecristo_ch001_w0264,ch001,0.168557,EARLY,BM25,,11.25895366765631,,1.0,1,True,run_20260111_012408
89,89_c02,The Count of Monte Cristo,montecristo_ch001_w0740,ch001,0.472988,MID,BM25,,7.901916945777862,,0.4704425367979969,2,True,run_20260111_012408
34,34_c01,In search of the castaways,castaways_ch001_w0012,ch001,0.027596,EARLY,BM25,,9.38750405718062,,0.27386846457708586,1,True,run_20260111_012408
34,34_c01,In search of the castaways,castaways_ch001_w0297,ch001,0.640441,MID,BM25,,14.743031626076164,,0.6764814530452281,2,True,run_20260111_012408
34,34_c02,In search of the castaways,castaways_ch001_w0027,ch001,0.059358,EARLY,BM25,,8.460654104151201,,0.31287473598898236,1,True,run_20260111_012408
34,34_c02,In search of the castaways,castaways_ch001_w0297,ch001,0.640441,MID,BM25,,13.785275918440508,,0.6296164507637336,2,True,run_20260111_012408
123,123_c01,The Count of Monte Cristo,montecristo_ch001_w0334,ch001,0.213467,EARLY,BM25,,15.021995652245435,,1.0,1,True,run_20260111_012408
123,123_c01,The Count of Monte Cristo,montecristo_ch001_w0982,ch001,0.628425,MID,BM25,,14.261627125084784,,0.891996772762692,2,True,run_20260111_012408
123,123_c02,The Count of Monte Cristo,montecristo_ch001_w0181,ch001,0.116113,EARLY,BM25,,13.210587361152783,,1.0,1,True,run_20260111_012408
123,123_c02,The Count of Monte Cristo,montecristo_ch001_w0550,ch001,0.351482,MID,BM25,,6.622508435141104,,0.20438317517261817,2,True,run_20260111_012408
116,116_c01,The Count of Monte Cristo,montecristo_ch001_w0293,ch001,0.18717,EARLY,BM25,,6.935971350334449,,0.8066249936643829,1,True,run_20260111_012408
116,116_c01,The Count of Monte Cristo,montecristo_ch001_w0695,ch001,0.444241,MID,BM25,,5.514260120036967,,0.4981651940217374,2,True,run_20260111_012408
116,116_c02,The Count of Monte Cristo,montecristo_ch001_w0213,ch001,0.136575,EARLY,BM25,,12.129121697754094,,1.0,1,True,run_20260111_012408
116,116_c02,The Count of Monte Cristo,montecristo_ch001_w0748,ch001,0.478251,MID,BM25,,9.037562869153653,,0.5894983272815588,2,True,run_20260111_012408
43,43_c01,In search of the castaways,castaways_ch001_w0029,ch001,0.063578,EARLY,BM25,,6.390210027351854,,0.22215178614220796,1,True,run_20260111_012408
43,43_c01,In search of the castaways,castaways_ch001_w0297,ch001,0.640441,MID,BM25,,15.504165362087662,,1.0,2,True,run_20260111_012408
108,108_c01,The Count of Monte Cristo,montecristo_ch001_w0060,ch001,0.038678,EARLY,BM25,,16.938757514027905,,1.0,1,True,run_20260111_012408
108,108_c01,The Count of Monte Cristo,montecristo_ch001_w0693,ch001,0.442908,MID,BM25,,10.21986367782366,,0.4416362243443205,2,True,run_20260111_012408
108,108_c02,The Count of Monte Cristo,montecristo_ch001_w0127,ch001,0.081697,EARLY,BM25,,14.486824528804846,,1.0,1,True,run_20260111_012408
108,108_c02,The Count of Monte Cristo,montecristo_ch001_w0688,ch001,0.439669,MID,BM25,,12.902383948343559,,0.7794147902310455,2,True,run_20260111_012408
128,128_c01,The Count of Monte Cristo,montecristo_ch001_w0179,ch001,0.114844,EARLY,BM25,,11.730001097219823,,1.0,1,True,run_20260111_012408
128,128_c01,The Count of Monte Cristo,montecristo_ch001_w0964,ch001,0.61677,MID,BM25,,7.4855674381669735,,0.3756661728166905,2,True,run_20260111_012408
128,128_c02,The Count of Monte Cristo,montecristo_ch001_w0182,ch001,0.116728,EARLY,BM25,,9.04525290722992,,1.0,1,True,run_20260111_012408
128,128_c02,The Count of Monte Cristo,montecristo_ch001_w0559,ch001,0.357262,MID,BM25,,6.011889845275869,,0.4492350205582997,2,True,run_20260111_012408
29,29_c01,In search of the castaways,castaways_ch001_w0004,ch001,0.010043,EARLY,BM25,,15.269970259565525,,0.9176886267298696,1,True,run_20260111_012408
29,29_c01,In search of the castaways,castaways_ch001_w0294,ch001,0.633978,MID,BM25,,15.58770772464398,,0.9498034688753629,2,True,run_20260111_012408
69,69_c01,In search of the castaways,castaways_ch001_w0029,ch001,0.063578,EARLY,BM25,,8.846333409501291,,0.479850298540216,1,True,run_20260111_012408
69,69_c01,In search of the castaways,castaways_ch001_w0175,ch001,0.377648,MID,BM25,,10.160181840979476,,0.5854747490937557,2,True,run_20260111_012408
69,69_c02,In search of the castaways,castaways_ch001_w0124,ch001,0.266978,EARLY,BM25,,8.535946866970678,,0.30646240781623235,1,True,run_20260111_012408
69,69_c02,In search of the castaways,castaways_ch001_w0165,ch001,0.356197,MID,BM25,,6.851783737020947,,0.2048617976085381,2,True,run_20260111_012408
69,69_c03,In search of the castaways,castaways_ch001_w0107,ch001,0.230501,EARLY,BM25,,4.109915531460424,,0.15077439878898494,1,True,run_20260111_012408
69,69_c03,In search of the castaways,castaways_ch001_w0210,ch001,0.452673,MID,BM25,,4.55310888077664,,0.18095693704759425,2,True,run_20260111_012408
50,50_c01,In search of the castaways,castaways_ch001_w0149,ch001,0.321502,EARLY,BM25,,8.71469545816863,,1.0,1,True,run_20260111_012408
50,50_c01,In search of the castaways,castaways_ch001_w0155,ch001,0.334517,MID,BM25,,7.997854219034151,,0.8700885183941324,2,True,run_20260111_012408
50,50_c02,In search of the castaways,castaways_ch001_w0131,ch001,0.282071,EARLY,BM25,,12.160290512111745,,1.0,1,True,run_20260111_012408
50,50_c02,In search of the castaways,castaways_ch001_w0304,ch001,0.655362,MID,BM25,,8.153269133099991,,0.44591791928169844,2,True,run_20260111_012408
50,50_c03,In search of the castaways,castaways_ch001_w0129,ch001,0.277732,EARLY,BM25,,10.831712467728174,,0.6543508360296393,1,True,run_20260111_012408
50,50_c03,In search of the castaways,castaways_ch001_w0246,ch001,0.530343,MID,BM25,,8.845812774474034,,0.4603270822690345,2,True,run_20260111_012408
5,5_c01,In search of the castaways,castaways_ch001_w0101,ch001,0.217392,EARLY,BM25,,7.4794265499858,,0.6057184084654035,1,True,run_20260111_012408
5,5_c01,In search of the castaways,castaways_ch001_w0182,ch001,0.392663,MID,BM25,,10.116887583023088,,1.0,2,True,run_20260111_012408
39,39_c01,In search of the castaways,castaways_ch001_w0004,ch001,0.010043,EARLY,BM25,,4.186194370739601,,0.05719906767379838,1,True,run_20260111_012408
39,39_c01,In search of the castaways,castaways_ch001_w0297,ch001,0.640441,MID,BM25,,13.838308757097456,,0.8076337686709598,2,True,run_20260111_012408
39,39_c02,In search of the castaways,castaways_ch001_w0078,ch001,0.168143,EARLY,BM25,,5.542672530181171,,0.15008850700635828,1,True,run_20260111_012408
39,39_c02,In search of the castaways,castaways_ch001_w0297,ch001,0.640441,MID,BM25,,13.72236272023789,,0.843926322978902,2,True,run_20260111_012408
19,19_c01,In search of the castaways,castaways_ch001_w0058,ch001,0.125229,EARLY,BM25,,10.74032803017488,,1.0,1,True,run_20260111_012408
19,19_c01,In search of the castaways,castaways_ch001_w0197,ch001,0.425057,MID,BM25,,5.299107999260839,,0.3054153632266693,2,True,run_20260111_012408
113,113_c01,The Count of Monte Cristo,montecristo_ch001_w0219,ch001,0.140397,EARLY,BM25,,11.91357078059956,,1.0,1,True,run_20260111_012408
113,113_c01,The Count of Monte Cristo,montecristo_ch001_w0596,ch001,0.380825,MID,BM25,,8.909573861100398,,0.6407337153044247,2,True,run_20260111_012408
113,113_c02,The Count of Monte Cristo,montecristo_ch001_w0146,ch001,0.093961,EARLY,BM25,,10.175092249487575,,0.876952748641465,1,True,run_20260111_012408
113,113_c02,The Count of Monte Cristo,montecristo_ch001_w0768,ch001,0.491404,MID,BM25,,11.061621121572871,,1.0,2,True,run_20260111_012408
139,139_c01,The Count of Monte Cristo,montecristo_ch001_w0196,ch001,0.12578,EARLY,BM25,,11.82807166047288,,1.0,1,True,run_20260111_012408
139,139_c01,The Count of Monte Cristo,montecristo_ch001_w0532,ch001,0.339913,MID,BM25,,6.510012775223606,,0.2249032417334834,2,True,run_20260111_012408
71,71_c01,In search of the castaways,castaways_ch001_w0137,ch001,0.295343,EARLY,BM25,,11.250788140239216,,0.35813462018733927,1,True,run_20260111_012408
71,71_c01,In search of the castaways,castaways_ch001_w0165,ch001,0.356197,MID,BM25,,7.102747310673733,,0.14512745758323506,2,True,run_20260111_012408
71,71_c02,In search of the castaways,castaways_ch001_w0062,ch001,0.133806,EARLY,BM25,,6.223468655168394,,0.3711615778281502,1,True,run_20260111_012408
71,71_c02,In search of the castaways,castaways_ch001_w0233,ch001,0.502381,MID,BM25,,10.467365221628377,,0.6861681489934047,2,True,run_20260111_012408
71,71_c03,In search of the castaways,castaways_ch001_w0028,ch001,0.061483,EARLY,BM25,,7.749325690938579,,0.48169875776518123,1,True,run_20260111_012408
71,71_c03,In search of the castaways,castaways_ch001_w0204,ch001,0.439818,MID,BM25,,6.688052829746722,,0.37682908414943617,2,True,run_20260111_012408
26,26_c01,In search of the castaways,castaways_ch001_w0116,ch001,0.249923,EARLY,BM25,,6.931164677042525,,0.1943788524924456,1,True,run_20260111_012408
26,26_c01,In search of the castaways,castaways_ch001_w0297,ch001,0.640441,MID,BM25,,16.926798472047146,,0.8225883091096512,2,True,run_20260111_012408
26,26_c02,In search of the castaways,castaways_ch001_w0017,ch001,0.038313,EARLY,BM25,,5.929762190528606,,0.12447634684405497,1,True,run_20260111_012408
26,26_c02,In search of the castaways,castaways_ch001_w0297,ch001,0.640441,MID,BM25,,17.765584915103872,,1.0,2,True,run_20260111_012408
26,26_c03,In search of the castaways,castaways_ch001_w0029,ch001,0.063578,EARLY,BM25,,7.559952347794396,,0.2827994999615036,1,True,run_20260111_012408
26,26_c03,In search of the castaways,castaways_ch001_w0297,ch001,0.640441,MID,BM25,,15.182103889672444,,0.9336157814911595,2,True,run_20260111_012408
117,117_c01,The Count of Monte Cristo,montecristo_ch001_w0145,ch001,0.093318,EARLY,BM25,,13.371253484552913,,1.0,1,True,run_20260111_012408
117,117_c01,The Count of Monte Cristo,montecristo_ch001_w0876,ch001,0.560469,MID,BM25,,6.574605250860491,,0.3314633264987785,2,True,run_20260111_012408
117,117_c02,The Count of Monte Cristo,montecristo_ch001_w0220,ch001,0.141027,EARLY,BM25,,13.817128590984598,,1.0,1,True,run_20260111_012408
117,117_c02,The Count of Monte Cristo,montecristo_ch001_w0673,ch001,0.429896,MID,BM25,,6.223872235302011,,0.2129248466003575,2,True,run_20260111_012408
6,6_c01,In search of the castaways,castaways_ch001_w0042,ch001,0.090964,EARLY,BM25,,10.421137037964856,,1.0,1,True,run_20260111_012408
6,6_c01,In search of the castaways,castaways_ch001_w0187,ch001,0.403374,MID,BM25,,8.772333000769008,,0.7464691451270831,2,True,run_20260111_012408
6,6_c02,In search of the castaways,castaways_ch001_w0057,ch001,0.123007,EARLY,BM25,,19.16338106560757,,1.0,1,True,run_20260111_012408
6,6_c02,In search of the castaways,castaways_ch001_w0189,ch001,0.40773,MID,BM25,,9.430877104737675,,0.37824541442143267,2,True,run_20260111_012408
76,76_c01,In search of the castaways,castaways_ch001_w0040,ch001,0.086707,EARLY,BM25,,12.578874705122947,,0.7371724162768645,1,True,run_20260111_012408
76,76_c01,In search of the castaways,castaways_ch001_w0185,ch001,0.399124,MID,BM25,,9.373236447823702,,0.47495758548208866,2,True,run_20260111_012408
76,76_c02,In search of the castaways,castaways_ch001_w0093,ch001,0.199861,EARLY,BM25,,5.331860159293195,,0.3666464750719564,1,True,run_20260111_012408
