id,claim_id,book_name,chunk_id,label,confidence,verifier_model,run_id
67,67_c01,In search of the castaways,castaways_ch001_w0210,SUPPORT,0.7370057339189433,heuristic_v1,run_20260111_012408
67,67_c02,In search of the castaways,castaways_ch001_w0025,SUPPORT,0.7924891214815133,heuristic_v1,run_20260111_012408
67,67_c02,In search of the castaways,castaways_ch001_w0195,SUPPORT,0.7631685365439671,heuristic_v1,run_20260111_012408
67,67_c03,In search of the castaways,castaways_ch001_w0095,SUPPORT,0.7681724387474921,heuristic_v1,run_20260111_012408
67,67_c03,In search of the castaways,castaways_ch001_w0212,SUPPORT,0.7318186758673467,heuristic_v1,run_20260111_012408
112,112_c01,The Count of Monte Cristo,montecristo_ch001_w0199,SUPPORT,0.7755369683628915,heuristic_v1,run_20260111_012408
112,112_c01,The Count of Monte Cristo,montecristo_ch001_w0771,SUPPORT,0.8848976570827992,heuristic_v1,run_20260111_012408
112,112_c02,The Count of Monte Cristo,montecristo_ch001_w0079,SUPPORT,0.825035708453746,heuristic_v1,run_20260111_012408
112,112_c02,The Count of Monte Cristo,montecristo_ch001_w0864,SUPPORT,0.8736111111111111,heuristic_v1,run_20260111_012408
79,79_c01,In search of the castaways,castaways_ch001_w0106,SUPPORT,0.7684967953435228,heuristic_v1,run_20260111_012408
79,79_c01,In search of the castaways,castaways_ch001_w0295,SUPPORT,0.8099524204088394,heuristic_v1,run_20260111_012408
79,79_c02,In search of the castaways,castaways_ch001_w0068,SUPPORT,0.740342155973151,heuristic_v1,run_20260111_012408
79,79_c02,In search of the castaways,castaways_ch001_w0249,SUPPORT,0.7260931946928804,heuristic_v1,run_20260111_012408
55,55_c01,In search of the castaways,castaways_ch001_w0042,SUPPORT,0.85,heuristic_v1,run_20260111_012408
55,55_c01,In search of the castaways,castaways_ch001_w0241,SUPPORT,0.8884863532530117,heuristic_v1,run_20260111_012408
55,55_c02,In search of the castaways,castaways_ch001_w0100,SUPPORT,0.85125,heuristic_v1,run_20260111_012408
55,55_c02,In search of the castaways,castaways_ch001_w0185,SUPPORT,0.7765677020011625,heuristic_v1,run_20260111_012408
12,12_c01,In search of the castaways,castaways_ch001_w0044,SUPPORT,0.9183333333333333,heuristic_v1,run_20260111_012408
12,12_c01,In search of the castaways,castaways_ch001_w0214,SUPPORT,0.8336427407538543,heuristic_v1,run_20260111_012408
12,12_c02,In search of the castaways,castaways_ch001_w0000,SUPPORT,0.8194736842105262,heuristic_v1,run_20260111_012408
12,12_c02,In search of the castaways,castaways_ch001_w0244,SUPPORT,0.7722646548344483,heuristic_v1,run_20260111_012408
13,13_c01,In search of the castaways,castaways_ch001_w0044,SUPPORT,0.8879646126659939,heuristic_v1,run_20260111_012408
13,13_c01,In search of the castaways,castaways_ch001_w0231,SUPPORT,0.86,heuristic_v1,run_20260111_012408
13,13_c02,In search of the castaways,castaways_ch001_w0033,SUPPORT,0.8133333333333334,heuristic_v1,run_20260111_012408
13,13_c02,In search of the castaways,castaways_ch001_w0246,SUPPORT,0.8022181258633639,heuristic_v1,run_20260111_012408
92,92_c01,The Count of Monte Cristo,montecristo_ch001_w0319,SUPPORT,0.7993899676800889,heuristic_v1,run_20260111_012408
92,92_c01,The Count of Monte Cristo,montecristo_ch001_w0706,SUPPORT,0.88,heuristic_v1,run_20260111_012408
92,92_c02,The Count of Monte Cristo,montecristo_ch001_w0001,SUPPORT,0.8886701919788268,heuristic_v1,run_20260111_012408
92,92_c02,The Count of Monte Cristo,montecristo_ch001_w1005,SUPPORT,0.9178064679108632,heuristic_v1,run_20260111_012408
92,92_c03,The Count of Monte Cristo,montecristo_ch001_w0121,SUPPORT,0.8126455564908951,heuristic_v1,run_20260111_012408
92,92_c03,The Count of Monte Cristo,montecristo_ch001_w1022,SUPPORT,0.85125,heuristic_v1,run_20260111_012408
1,1_c01,In search of the castaways,castaways_ch001_w0044,SUPPORT,0.88,heuristic_v1,run_20260111_012408
1,1_c01,In search of the castaways,castaways_ch001_w0265,SUPPORT,0.7590210405522383,heuristic_v1,run_20260111_012408
1,1_c02,In search of the castaways,castaways_ch001_w0058,SUPPORT,0.9015624999999999,heuristic_v1,run_20260111_012408
1,1_c02,In search of the castaways,castaways_ch001_w0230,SUPPORT,0.8939261888770844,heuristic_v1,run_20260111_012408
1,1_c03,In search of the castaways,castaways_ch001_w0058,SUPPORT,0.8736111111111111,heuristic_v1,run_20260111_012408
1,1_c03,In search of the castaways,castaways_ch001_w0187,SUPPORT,0.8511891209113076,heuristic_v1,run_20260111_012408
1,1_c04,In search of the castaways,castaways_ch001_w0044,SUPPORT,0.7841666666666667,heuristic_v1,run_20260111_012408
1,1_c04,In search of the castaways,castaways_ch001_w0187,SUPPORT,0.7652537027226344,heuristic_v1,run_20260111_012408
11,11_c01,In search of the castaways,castaways_ch001_w0042,SUPPORT,0.7963636363636364,heuristic_v1,run_20260111_012408
11,11_c01,In search of the castaways,castaways_ch001_w0293,SUPPORT,0.7499034784508662,heuristic_v1,run_20260111_012408
11,11_c02,In search of the castaways,castaways_ch001_w0065,SUPPORT,0.8847916666666666,heuristic_v1,run_20260111_012408
11,11_c02,In search of the castaways,castaways_ch001_w0180,SUPPORT,0.8484359300927994,heuristic_v1,run_20260111_012408
65,65_c01,In search of the castaways,castaways_ch001_w0058,SUPPORT,0.7308090386973513,heuristic_v1,run_20260111_012408
65,65_c01,In search of the castaways,castaways_ch001_w0259,SUPPORT,0.7304328289532988,heuristic_v1,run_20260111_012408
65,65_c02,In search of the castaways,castaways_ch001_w0034,SUPPORT,0.7942967491608196,heuristic_v1,run_20260111_012408
65,65_c02,In search of the castaways,castaways_ch001_w0179,SUPPORT,0.88,heuristic_v1,run_20260111_012408
107,107_c01,The Count of Monte Cristo,montecristo_ch001_w0135,SUPPORT,0.86875,heuristic_v1,run_20260111_012408
107,107_c01,The Count of Monte Cristo,montecristo_ch001_w0863,SUPPORT,0.7962188522460804,heuristic_v1,run_20260111_012408
107,107_c02,The Count of Monte Cristo,montecristo_ch001_w0334,SUPPORT,0.8283738606892321,heuristic_v1,run_20260111_012408
107,107_c02,The Count of Monte Cristo,montecristo_ch001_w0846,SUPPORT,0.8581209909776615,heuristic_v1,run_20260111_012408
66,66_c01,In search of the castaways,castaways_ch001_w0042,SUPPORT,0.9416666666666668,heuristic_v1,run_20260111_012408
66,66_c01,In search of the castaways,castaways_ch001_w0239,SUPPORT,0.7681765963536155,heuristic_v1,run_20260111_012408
66,66_c02,In search of the castaways,castaways_ch001_w0137,SUPPORT,0.9518749999999999,heuristic_v1,run_20260111_012408
66,66_c02,In search of the castaways,castaways_ch001_w0179,SUPPORT,0.8952169262007356,heuristic_v1,run_20260111_012408
89,89_c01,The Count of Monte Cristo,montecristo_ch001_w0114,SUPPORT,0.8444444444444444,heuristic_v1,run_20260111_012408
89,89_c01,The Count of Monte Cristo,montecristo_ch001_w0842,SUPPORT,0.7729804976188599,heuristic_v1,run_20260111_012408
89,89_c02,The Count of Monte Cristo,montecristo_ch001_w0264,SUPPORT,0.86,heuristic_v1,run_20260111_012408
89,89_c02,The Count of Monte Cristo,montecristo_ch001_w0740,SUPPORT,0.7580442536797998,heuristic_v1,run_20260111_012408
34,34_c01,In search of the castaways,castaways_ch001_w0012,SUPPORT,0.7523868464577087,heuristic_v1,run_20260111_012408
34,34_c01,In search of the castaways,castaways_ch001_w0297,SUPPORT,0.7270231453045228,heuristic_v1,run_20260111_012408
34,34_c02,In search of the castaways,castaways_ch001_w0027,SUPPORT,0.8000374735988983,heuristic_v1,run_20260111_012408
34,34_c02,In search of the castaways,castaways_ch001_w0297,SUPPORT,0.7879616450763735,heuristic_v1,run_20260111_012408
123,123_c01,The Count of Monte Cristo,montecristo_ch001_w0334,SUPPORT,0.94,heuristic_v1,run_20260111_012408
123,123_c01,The Count of Monte Cristo,montecristo_ch001_w0982,SUPPORT,0.8725330106096025,heuristic_v1,run_20260111_012408
123,123_c02,The Count of Monte Cristo,montecristo_ch001_w0181,SUPPORT,0.85125,heuristic_v1,run_20260111_012408
123,123_c02,The Count of Monte Cristo,montecristo_ch001_w0550,SUPPORT,0.7454383175172619,heuristic_v1,run_20260111_012408
116,116_c01,The Count of Monte Cristo,montecristo_ch001_w0293,SUPPORT,0.7306624993664383,heuristic_v1,run_20260111_012408
116,116_c01,The Count of Monte Cristo,montecristo_ch001_w0695,SUPPORT,0.7498165194021738,heuristic_v1,run_20260111_012408
116,116_c02,The Count of Monte Cristo,montecristo_ch001_w0213,SUPPORT,0.8329545454545454,heuristic_v1,run_20260111_012408
116,116_c02,The Count of Monte Cristo,montecristo_ch001_w0748,SUPPORT,0.7998589236372469,heuristic_v1,run_20260111_012408
43,43_c01,In search of the castaways,castaways_ch001_w0029,SUPPORT,0.7722151786142208,heuristic_v1,run_20260111_012408
43,43_c01,In search of the castaways,castaways_ch001_w0297,SUPPORT,0.8,heuristic_v1,run_20260111_012408
108,108_c01,The Count of Monte Cristo,montecristo_ch001_w0060,SUPPORT,0.85,heuristic_v1,run_20260111_012408
108,108_c01,The Count of Monte Cristo,montecristo_ch001_w0693,SUPPORT,0.7441636224344321,heuristic_v1,run_20260111_012408
108,108_c02,The Count of Monte Cristo,montecristo_ch001_w0127,SUPPORT,0.9286538461538462,heuristic_v1,run_20260111_012408
108,108_c02,The Count of Monte Cristo,montecristo_ch001_w0688,SUPPORT,0.8702491713307969,heuristic_v1,run_20260111_012408
128,128_c01,The Count of Monte Cristo,montecristo_ch001_w0179,SUPPORT,0.7963636363636364,heuristic_v1,run_20260111_012408
128,128_c01,The Count of Monte Cristo,montecristo_ch001_w0964,SUPPORT,0.7466575263725782,heuristic_v1,run_20260111_012408
128,128_c02,The Count of Monte Cristo,montecristo_ch001_w0182,SUPPORT,0.811,heuristic_v1,run_20260111_012408
128,128_c02,The Count of Monte Cristo,montecristo_ch001_w0559,SUPPORT,0.73492350205583,heuristic_v1,run_20260111_012408
29,29_c01,In search of the castaways,castaways_ch001_w0004,SUPPORT,0.8075583363571975,heuristic_v1,run_20260111_012408
29,29_c01,In search of the castaways,castaways_ch001_w0294,SUPPORT,0.8107698205717468,heuristic_v1,run_20260111_012408
69,69_c01,In search of the castaways,castaways_ch001_w0029,SUPPORT,0.831318363187355,heuristic_v1,run_20260111_012408
69,69_c01,In search of the castaways,castaways_ch001_w0175,SUPPORT,0.841880808242709,heuristic_v1,run_20260111_012408
69,69_c02,In search of the castaways,castaways_ch001_w0124,SUPPORT,0.7152616253970079,heuristic_v1,run_20260111_012408
69,69_c02,In search of the castaways,castaways_ch001_w0165,SUPPORT,0.7051015643762384,heuristic_v1,run_20260111_012408
69,69_c03,In search of the castaways,castaways_ch001_w0107,SUPPORT,0.7650774398788985,heuristic_v1,run_20260111_012408
69,69_c03,In search of the castaways,castaways_ch001_w0210,SUPPORT,0.7680956937047594,heuristic_v1,run_20260111_012408
50,50_c01,In search of the castaways,castaways_ch001_w0149,SUPPORT,0.8736111111111111,heuristic_v1,run_20260111_012408
50,50_c01,In search of the castaways,castaways_ch001_w0155,SUPPORT,0.8606199629505243,heuristic_v1,run_20260111_012408
50,50_c02,In search of the castaways,castaways_ch001_w0131,SUPPORT,0.8976923076923077,heuristic_v1,run_20260111_012408
50,50_c02,In search of the castaways,castaways_ch001_w0304,SUPPORT,0.8099764073127853,heuristic_v1,run_20260111_012408
50,50_c03,In search of the castaways,castaways_ch001_w0129,SUPPORT,0.8166850836029639,heuristic_v1,run_20260111_012408
50,50_c03,In search of the castaways,castaways_ch001_w0246,SUPPORT,0.7710327082269035,heuristic_v1,run_20260111_012408
5,5_c01,In search of the castaways,castaways_ch001_w0101,SUPPORT,0.7605718408465404,heuristic_v1,run_20260111_012408
5,5_c01,In search of the castaways,castaways_ch001_w0182,SUPPORT,0.8250000000000001,heuristic_v1,run_20260111_012408
39,39_c01,In search of the castaways,castaways_ch001_w0004,SUPPORT,0.64321990676738,heuristic_v1,run_20260111_012408
39,39_c01,In search of the castaways,castaways_ch001_w0297,SUPPORT,0.8057633768670961,heuristic_v1,run_20260111_012408
39,39_c02,In search of the castaways,castaways_ch001_w0078,SUPPORT,0.6962588507006359,heuristic_v1,run_20260111_012408
39,39_c02,In search of the castaways,castaways_ch001_w0297,SUPPORT,0.7218926322978902,heuristic_v1,run_20260111_012408
19,19_c01,In search of the castaways,castaways_ch001_w0058,SUPPORT,0.8357692307692308,heuristic_v1,run_20260111_012408
19,19_c01,In search of the castaways,castaways_ch001_w0197,SUPPORT,0.7151569209380515,heuristic_v1,run_20260111_012408
113,113_c01,The Count of Monte Cristo,montecristo_ch001_w0219,SUPPORT,0.9375,heuristic_v1,run_20260111_012408
113,113_c01,The Count of Monte Cristo,montecristo_ch001_w0596,SUPPORT,0.8640733715304425,heuristic_v1,run_20260111_012408
113,113_c02,The Count of Monte Cristo,montecristo_ch001_w0146,SUPPORT,0.8101952748641466,heuristic_v1,run_20260111_012408
113,113_c02,The Count of Monte Cristo,montecristo_ch001_w0768,SUPPORT,0.9,heuristic_v1,run_20260111_012408
139,139_c01,The Count of Monte Cristo,montecristo_ch001_w0196,SUPPORT,0.9183333333333333,heuristic_v1,run_20260111_012408
139,139_c01,The Count of Monte Cristo,montecristo_ch001_w0532,SUPPORT,0.7669347686177928,heuristic_v1,run_20260111_012408
71,71_c01,In search of the castaways,castaways_ch001_w0137,SUPPORT,0.7316467953520673,heuristic_v1,run_20260111_012408
71,71_c01,In search of the castaways,castaways_ch001_w0165,SUPPORT,0.7395127457583236,heuristic_v1,run_20260111_012408
71,71_c02,In search of the castaways,castaways_ch001_w0062,SUPPORT,0.7371161577828151,heuristic_v1,run_20260111_012408
71,71_c02,In search of the castaways,castaways_ch001_w0233,SUPPORT,0.7686168148993405,heuristic_v1,run_20260111_012408
71,71_c03,In search of the castaways,castaways_ch001_w0028,SUPPORT,0.7597083373149797,heuristic_v1,run_20260111_012408
71,71_c03,In search of the castaways,castaways_ch001_w0204,SUPPORT,0.7222982930303282,heuristic_v1,run_20260111_012408
26,26_c01,In search of the castaways,castaways_ch001_w0116,SUPPORT,0.7444378852492447,heuristic_v1,run_20260111_012408
26,26_c01,In search of the castaways,castaways_ch001_w0297,SUPPORT,0.7722588309109651,heuristic_v1,run_20260111_012408
26,26_c02,In search of the castaways,castaways_ch001_w0017,SUPPORT,0.7811976346844055,heuristic_v1,run_20260111_012408
26,26_c02,In search of the castaways,castaways_ch001_w0297,SUPPORT,0.86875,heuristic_v1,run_20260111_012408
26,26_c03,In search of the castaways,castaways_ch001_w0029,SUPPORT,0.6949466166628171,heuristic_v1,run_20260111_012408
26,26_c03,In search of the castaways,castaways_ch001_w0297,SUPPORT,0.7211393559268937,heuristic_v1,run_20260111_012408
117,117_c01,The Count of Monte Cristo,montecristo_ch001_w0145,SUPPORT,0.7963636363636364,heuristic_v1,run_20260111_012408
117,117_c01,The Count of Monte Cristo,montecristo_ch001_w0876,SUPPORT,0.7104190599226051,heuristic_v1,run_20260111_012408
117,117_c02,The Count of Monte Cristo,montecristo_ch001_w0220,SUPPORT,0.9518749999999999,heuristic_v1,run_20260111_012408
117,117_c02,The Count of Monte Cristo,montecristo_ch001_w0673,SUPPORT,0.7900424846600358,heuristic_v1,run_20260111_012408
6,6_c01,In search of the castaways,castaways_ch001_w0042,SUPPORT,0.85125,heuristic_v1,run_20260111_012408
6,6_c01,In search of the castaways,castaways_ch001_w0187,SUPPORT,0.8661469145127083,heuristic_v1,run_20260111_012408
6,6_c02,In search of the castaways,castaways_ch001_w0057,SUPPORT,0.8329545454545454,heuristic_v1,run_20260111_012408
6,6_c02,In search of the castaways,castaways_ch001_w0189,SUPPORT,0.7150972687148706,heuristic_v1,run_20260111_012408
76,76_c01,In search of the castaways,castaways_ch001_w0040,SUPPORT,0.8464445143549592,heuristic_v1,run_20260111_012408
76,76_c01,In search of the castaways,castaways_ch001_w0185,SUPPORT,0.7884048494572998,heuristic_v1,run_20260111_012408
76,76_c02,In search of the castaways,castaways_ch001_w0093,SUPPORT,0.7266646475071957,heuristic_v1,run_20260111_012408
76,76_c02,In search of the castaways,castaways_ch001_w0246,SUPPORT,0.7400729846560757,heuristic_v1,run_20260111_012408
76,76_c03,In search of the castaways,castaways_ch001_w0028,SUPPORT,0.7520861484436786,heuristic_v1,run_20260111_012408
76,76_c03,In search of the castaways,castaways_ch001_w0161,SUPPORT,0.7602989542884261,heuristic_v1,run_20260111_012408
17,17_c01,In search of the castaways,castaways_ch001_w0114,SUPPORT,0.88,heuristic_v1,run_20260111_012408
17,17_c01,In search of the castaways,castaways_ch001_w0187,SUPPORT,0.7743272682751855,heuristic_v1,run_20260111_012408
17,17_c02,In search of the castaways,castaways_ch001_w0058,SUPPORT,0.88,heuristic_v1,run_20260111_012408
17,17_c02,In search of the castaways,castaways_ch001_w0189,SUPPORT,0.6855688282720482,heuristic_v1,run_20260111_012408
20,20_c01,In search of the castaways,castaways_ch001_w0042,SUPPORT,0.8329545454545454,heuristic_v1,run_20260111_012408
20,20_c01,In search of the castaways,castaways_ch001_w0274,SUPPORT,0.8404502403795115,heuristic_v1,run_20260111_012408
20,20_c02,In search of the castaways,castaways_ch001_w0138,SUPPORT,0.8250000000000001,heuristic_v1,run_20260111_012408
20,20_c02,In search of the castaways,castaways_ch001_w0246,SUPPORT,0.833979613223274,heuristic_v1,run_20260111_012408
10,10_c01,In search of the castaways,castaways_ch001_w0058,SUPPORT,0.8504410791773604,heuristic_v1,run_20260111_012408
10,10_c01,In search of the castaways,castaways_ch001_w0234,SUPPORT,0.8250000000000001,heuristic_v1,run_20260111_012408
10,10_c02,In search of the castaways,castaways_ch001_w0151,SUPPORT,0.86875,heuristic_v1,run_20260111_012408
10,10_c02,In search of the castaways,castaways_ch001_w0170,SUPPORT,0.8436970591931287,heuristic_v1,run_20260111_012408
122,122_c01,The Count of Monte Cristo,montecristo_ch001_w0335,SUPPORT,0.7847361429102876,heuristic_v1,run_20260111_012408
122,122_c01,The Count of Monte Cristo,montecristo_ch001_w0859,SUPPORT,0.7453104195449753,heuristic_v1,run_20260111_012408
36,36_c01,In search of the castaways,castaways_ch001_w0106,SUPPORT,0.7563482223481034,heuristic_v1,run_20260111_012408
36,36_c01,In search of the castaways,castaways_ch001_w0297,SUPPORT,0.7337184491760919,heuristic_v1,run_20260111_012408
73,73_c01,In search of the castaways,castaways_ch001_w0000,SUPPORT,0.69460316813182,heuristic_v1,run_20260111_012408
73,73_c01,In search of the castaways,castaways_ch001_w0250,SUPPORT,0.684134279453066,heuristic_v1,run_20260111_012408
73,73_c02,In search of the castaways,castaways_ch001_w0102,SUPPORT,0.6861646663508357,heuristic_v1,run_20260111_012408
73,73_c02,In search of the castaways,castaways_ch001_w0185,SUPPORT,0.6823477343711755,heuristic_v1,run_20260111_012408
98,98_c01,The Count of Monte Cristo,montecristo_ch001_w0207,SUPPORT,0.8250000000000001,heuristic_v1,run_20260111_012408
98,98_c01,The Count of Monte Cristo,montecristo_ch001_w0922,SUPPORT,0.7780257228348483,heuristic_v1,run_20260111_012408
98,98_c02,The Count of Monte Cristo,montecristo_ch001_w0178,SUPPORT,0.761087507304505,heuristic_v1,run_20260111_012408
98,98_c02,The Count of Monte Cristo,montecristo_ch001_w1023,SUPPORT,0.9286538461538462,heuristic_v1,run_20260111_012408
25,25_c01,In search of the castaways,castaways_ch001_w0044,SUPPORT,0.8357692307692308,heuristic_v1,run_20260111_012408
25,25_c01,In search of the castaways,castaways_ch001_w0228,SUPPORT,0.8320193106800325,heuristic_v1,run_20260111_012408
120,120_c01,The Count of Monte Cristo,montecristo_ch001_w0179,SUPPORT,0.8291364802225581,heuristic_v1,run_20260111_012408
120,120_c01,The Count of Monte Cristo,montecristo_ch001_w0977,SUPPORT,0.895,heuristic_v1,run_20260111_012408
120,120_c02,The Count of Monte Cristo,montecristo_ch001_w0377,SUPPORT,0.86875,heuristic_v1,run_20260111_012408
120,120_c02,The Count of Monte Cristo,montecristo_ch001_w1006,SUPPORT,0.8109988841032647,heuristic_v1,run_20260111_012408
120,120_c03,The Count of Monte Cristo,montecristo_ch001_w0169,SUPPORT,0.9518749999999999,heuristic_v1,run_20260111_012408
120,120_c03,The Count of Monte Cristo,montecristo_ch001_w0558,SUPPORT,0.8221249230223883,heuristic_v1,run_20260111_012408
105,105_c01,The Count of Monte Cristo,montecristo_ch001_w0104,SUPPORT,0.8444444444444444,heuristic_v1,run_20260111_012408
105,105_c01,The Count of Monte Cristo,montecristo_ch001_w0761,SUPPORT,0.7780820430985799,heuristic_v1,run_20260111_012408
105,105_c02,The Count of Monte Cristo,montecristo_ch001_w0064,SUPPORT,0.7841666666666667,heuristic_v1,run_20260111_012408
105,105_c02,The Count of Monte Cristo,montecristo_ch001_w0863,SUPPORT,0.8238390785936188,heuristic_v1,run_20260111_012408
57,57_c01,In search of the castaways,castaways_ch001_w0106,SUPPORT,0.9183333333333333,heuristic_v1,run_20260111_012408
57,57_c01,In search of the castaways,castaways_ch001_w0187,SUPPORT,0.9106464566761027,heuristic_v1,run_20260111_012408
57,57_c02,In search of the castaways,castaways_ch001_w0121,SUPPORT,0.9256334054376834,heuristic_v1,run_20260111_012408
57,57_c02,In search of the castaways,castaways_ch001_w0241,SUPPORT,0.94,heuristic_v1,run_20260111_012408
106,106_c01,The Count of Monte Cristo,montecristo_ch001_w0100,SUPPORT,0.8763527658369821,heuristic_v1,run_20260111_012408
106,106_c01,The Count of Monte Cristo,montecristo_ch001_w0744,SUPPORT,0.9500000000000001,heuristic_v1,run_20260111_012408
106,106_c02,The Count of Monte Cristo,montecristo_ch001_w0379,SUPPORT,0.8270784966798476,heuristic_v1,run_20260111_012408
106,106_c02,The Count of Monte Cristo,montecristo_ch001_w0837,SUPPORT,0.8716473428278273,heuristic_v1,run_20260111_012408
